food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
lima beans canned,190,0.4,0.095,0.087,0.2,35.9,0.0,Fruits & Produce,11.9,11.6,0.8,0.0,185.8,0.0,0.1,0.1,0.0,0.028,0.6,0.6,0.2,0.0,0.0,0.0,0.0,50.6,0.4,4.4,94.0,0.9,178.3,530.2,0.025,1.6,114.8,True,True,True,False,True,False,True,0.2505263157894737,6.105263157894737,0.0,0.018947368421052633
hyacinth beans raw,722,3.5,0.6,0.2,1.5,127.6,0.0,Fruits & Produce,50.2,53.8,0.073,0.0,19.7,0.0,2.4,0.008,0.0,0.3,3.4,2.6,0.3,0.0,0.0,0.0,0.0,273.0,2.8,10.7,594.3,3.3,781.2,2593.5,0.062,19.5,518.8,True,True,True,False,True,False,True,0.27811634349030473,7.4515235457063715,0.0,0.04362880886426593
white beans raw,673,1.7,0.4,0.1,0.7,121.7,4.3,Fruits & Produce,47.2,30.7,0.051,0.0,22.9,0.0,0.9,0.8,0.0,0.3,1.0,1.5,0.6,0.0,0.0,0.4,0.03,484.8,2.0,21.1,383.8,3.6,608.0,3625.9,0.097,7.4,707.2,True,True,True,False,True,False,True,0.28053491827637445,4.561664190193165,0.025557206537890044,0.022734026745913818
snap beans canned,66,0.4,0.1,0.027,0.2,15.4,0.0,Fruits & Produce,3.5,6.6,0.09,0.0,415.6,0.0,0.1,0.036,0.0,0.2,0.9,0.5,0.1,14.9,0.0,0.6,0.0,105.4,0.3,4.0,57.1,1.5,83.4,403.9,0.057,0.9,150.2,True,True,True,False,False,False,True,0.21212121212121213,10.0,0.0,0.05454545454545455
navy beans canned,296,1.1,0.3,0.073,0.5,53.6,0.7,Fruits & Produce,19.7,13.4,1.2,0.0,184.6,0.0,0.4,0.2,0.0,0.1,1.3,0.5,0.3,1.8,0.0,2.0,0.022,123.1,0.5,4.8,123.1,1.0,351.1,754.6,0.003,2.0,217.5,True,True,True,False,True,False,True,0.2662162162162162,4.527027027027027,0.009459459459459458,0.033445945945945944
mung beans raw,718,2.4,0.7,0.3,0.8,129.6,13.7,Fruits & Produce,49.4,33.7,0.085,0.0,18.7,0.0,1.3,1.3,0.0,0.5,4.7,4.0,0.8,9.9,0.0,1.1,0.009,273.2,1.9,14.0,391.2,2.1,759.7,2579.2,0.001,5.5,512.2,True,True,True,False,True,False,True,0.27520891364902506,4.693593314763232,0.07632311977715878,0.030083565459610023
adzuki beans raw,648,1.0,0.4,0.034,0.2,123.9,0.0,Fruits & Produce,39.1,25.0,0.06,0.0,26.5,0.0,0.9,1.2,0.0,0.4,5.2,2.9,0.7,0.0,0.0,0.0,0.0,130.0,2.2,9.8,250.2,3.4,750.6,2470.4,0.055,9.9,328.8,True,True,True,False,True,False,True,0.24135802469135803,3.8580246913580245,0.0,0.013888888888888888
black turtle beans cooked,241,0.6,0.2,0.002,0.3,45.0,0.6,Fruits & Produce,15.1,15.4,0.06,0.0,121.6,0.0,0.0,0.4,0.2,0.0,0.1,1.0,0.5,0.1,0.0,0.0,1.6,0.004,101.8,0.5,5.3,90.7,0.6,281.2,801.1,0.058,76.721,True,True,True,False,True,False,True,0.25062240663900415,6.390041493775934,0.00995850622406639,0.022406639004149374
pink lentils raw,662,4.2,0.7,1.0,2.2,113.6,0.0,Fruits & Produce,47.9,20.7,0.092,0.0,22.6,0.0,1.0,0.4,0.0,0.2,2.9,0.7,0.8,3.3,0.0,0.0,0.0,78.7,2.5,14.5,138.2,2.7,564.5,1109.8,0.03,7.5,282.9,True,True,True,False,True,False,True,0.28942598187311175,3.1268882175226587,0.0,0.05709969788519638
yellow beans raw,676,5.1,1.3,0.4,2.2,119.0,0.0,Fruits & Produce,43.1,49.2,0.046,0.0,21.8,0.0,1.4,0.8,0.0,0.6,4.8,1.4,0.9,0.0,0.0,0.0,0.0,325.4,1.3,13.7,435.1,2.5,956.5,2042.3,0.074,5.5,555.5,True,True,True,False,True,False,True,0.25502958579881657,7.27810650887574,0.0,0.06789940828402366
white beans cooked,249,0.6,0.2,0.044,0.3,44.9,0.6,Fruits & Produce,17.4,11.3,0.045,0.0,112.9,0.0,0.0,0.2,0.1,0.0,0.05,0.3,0.4,0.2,0.0,0.0,1.7,0.029,161.1,0.5,6.6,112.8,1.1,202.3,1004.2,0.045,74.959,True,True,True,False,True,False,True,0.2795180722891566,4.538152610441767,0.009638554216867469,0.021686746987951804
lentils raw,678,2.0,0.3,0.4,1.0,115.4,3.9,Fruits & Produce,49.5,58.6,0.039,0.0,20.0,0.0,1.7,0.9,0.0,0.4,5.0,4.1,1.0,8.4,0.0,0.9,0.083,107.5,1.0,14.5,234.2,2.6,865.9,1833.6,0.048,9.2,355.9,True,True,True,False,True,False,True,0.2920353982300885,8.64306784660767,0.023008849557522124,0.02654867256637168
cranberry beans cooked,241,0.8,0.2,0.088,0.4,43.3,0.0,Fruits & Produce,16.5,17.7,0.4,0.0,114.4,0.0,0.0,0.4,0.4,0.0,0.1,0.9,0.4,0.1,0.0,0.0,0.0,0.0,88.5,0.4,3.7,88.5,0.7,239.0,685.0,0.09,78.8,True,True,True,False,True,False,True,0.27385892116182575,7.344398340248962,0.0,0.02987551867219917
chickpeas raw,728,12.1,1.3,2.7,5.4,121.3,21.4,Fruits & Produce,38.6,34.8,0.005,0.0,23.1,0.0,1.0,1.1,0.0,0.4,3.1,3.2,1.1,8.0,0.0,1.6,0.004,210.0,1.7,12.5,230.0,4.4,732.0,1750.0,0.095,6.9,437.3,True,True,True,False,True,False,True,0.21208791208791208,4.780219780219779,0.11758241758241758,0.14958791208791208
lentils cooked,230,0.8,0.1,0.1,0.3,39.9,3.6,Fruits & Produce,17.9,15.6,0.016,0.0,137.9,0.0,0.0,0.3,0.4,0.0,0.1,2.1,1.3,0.4,3.0,0.0,0.2,0.077,37.6,0.5,6.6,71.3,1.0,356.4,730.6,0.01,75.118,True,True,True,False,True,False,True,0.31130434782608696,6.782608695652174,0.06260869565217392,0.03130434782608696
baked beans canned,239,0.9,0.2,0.2,0.3,53.7,20.2,Fruits & Produce,12.1,10.4,0.9,0.0,182.9,0.0,0.2,0.036,0.0,0.078,1.1,0.5,0.2,0.0,0.0,0.4,0.019,86.4,0.4,3.0,68.6,0.3,188.0,569.0,0.082,5.8,166.5,True,True,True,False,True,False,True,0.20251046025104602,4.351464435146443,0.33807531380753136,0.033891213389121336
cranberry beans canned,216,0.7,0.2,0.083,0.3,39.3,0.0,Fruits & Produce,14.4,16.4,0.9,0.0,201.7,0.0,0.1,0.2,0.0,0.1,1.3,0.4,0.1,2.1,0.0,0.0,0.0,88.4,0.4,4.0,83.2,0.5,223.6,676.0,0.079,2.2,165.3,True,True,True,False,True,False,True,0.26666666666666666,7.592592592592592,0.0,0.029166666666666667
black beans cooked,227,0.9,0.2,0.02,0.4,40.8,0.0,Fruits & Produce,15.2,15.0,0.008,0.0,113.1,0.0,0.4,0.3,0.0,0.1,0.9,0.4,0.1,0.0,0.0,1.5,0.081,46.4,0.4,3.6,120.4,0.8,240.8,610.6,0.004,1.9,121.9,True,True,True,False,True,False,True,0.26784140969162995,6.607929515418502,0.0,0.03568281938325991
lima beans cooked,216,0.7,0.2,0.022,0.3,39.3,5.5,Fruits & Produce,14.7,13.2,0.012,0.0,131.2,0.0,0.0,0.3,0.2,0.0,0.1,0.8,0.8,0.3,0.0,0.0,0.3,0.052,32.0,0.4,4.5,80.8,1.0,208.7,955.0,0.027,68.6,True,True,True,False,True,False,True,0.2722222222222222,6.111111111111111,0.10185185185185185,0.029166666666666667
mungo beans raw,706,3.4,0.2,0.2,2.2,122.1,0.0,Fruits & Produce,52.2,37.9,0.004,0.0,22.4,0.0,0.6,0.4,0.0,0.5,3.0,1.9,0.6,0.0,0.0,0.0,0.0,285.7,2.0,15.7,552.7,3.2,784.5,2034.8,0.015,6.9,517.0,True,True,True,False,True,False,True,0.2957507082152975,5.368271954674221,0.0,0.043342776203966
pigeon peas raw,703,3.1,0.7,0.065,1.7,128.7,0.0,Fruits & Produce,44.5,30.8,0.04,0.0,21.7,0.0,1.3,0.9,0.0,0.4,6.1,2.6,0.6,0.0,0.0,0.0,0.0,266.5,2.2,10.7,375.2,3.7,752.4,2853.6,0.022,5.7,484.3,True,True,True,False,True,False,True,0.2532005689900427,4.38122332859175,0.0,0.03968705547652916
fava beans canned,182,0.6,0.092,0.1,0.2,31.8,0.0,Fruits & Produce,14.0,9.5,1.2,0.0,205.6,0.0,0.016,0.05,0.0,0.1,2.5,0.3,0.1,4.6,0.0,0.0,0.0,66.6,0.3,2.6,81.9,0.7,202.2,619.5,0.029,1.6,129.7,True,True,True,False,True,False,True,0.3076923076923077,5.21978021978022,0.0,0.02967032967032967
yellow snap beans raw,31,0.1,0.097,0.094,0.013,7.1,0.0,Fruits & Produce,1.8,3.4,0.085,0.0,90.3,0.0,0.005,0.002,0.0,0.1,0.8,0.074,0.05,16.3,0.0,0.0,0.0,37.0,0.077,1.0,25.0,0.2,38.0,209.0,0.067,0.2,66.7,True,True,True,False,True,False,True,0.23225806451612904,10.96774193548387,0.0,0.02903225806451613
snap beans raw,31,0.2,0.051,0.016,0.1,7.0,3.3,Fruits & Produce,1.8,2.7,0.025,0.0,90.3,0.0,0.02,0.061,0.0,0.1,0.7,0.2,0.1,12.2,0.0,0.4,0.066,37.0,0.093,1.0,25.0,0.2,38.0,211.0,0.003,0.2,61.9,True,True,True,False,True,False,True,0.23225806451612904,8.709677419354838,0.4258064516129032,0.05806451612903226
yellow snap beans canned,36,0.2,0.076,0.064,0.1,8.4,0.0,Fruits & Produce,1.9,3.6,0.6,0.0,227.2,0.0,0.097,0.071,0.0,0.1,0.5,0.3,0.087,8.2,0.0,0.0,0.0,57.6,0.2,2.2,31.2,0.8,45.6,235.2,0.056,0.5,82.1,True,True,True,False,False,False,True,0.2111111111111111,10.0,0.0,0.05
pigeon peas cooked,203,0.6,0.1,0.05,0.3,39.1,0.0,Fruits & Produce,11.4,11.3,0.036,0.0,115.2,0.0,0.2,0.2,0.0,0.02,1.3,0.5,0.081,0.0,0.0,0.0,0.0,72.2,0.5,1.9,77.3,0.8,199.9,645.1,0.01,1.5,136.5,True,True,True,False,True,False,True,0.2246305418719212,5.566502463054187,0.0,0.026600985221674874
catjang cowpeas raw,573,3.5,0.9,0.3,1.5,99.6,0.0,Fruits & Produce,39.8,17.9,0.07,0.0,18.5,0.0,1.1,1.1,0.0,0.3,4.7,2.5,0.6,2.5,0.0,0.0,0.0,142.0,1.8,16.6,556.1,2.6,731.5,2296.3,0.002,10.2,321.9,True,True,True,False,True,False,True,0.2778359511343804,3.1239092495636993,0.0,0.0549738219895288
navy beans cooked,255,1.1,0.2,0.3,0.9,47.4,0.7,Fruits & Produce,15.0,19.1,0.4,0.0,116.1,0.0,0.4,0.3,0.0,0.1,1.2,0.5,0.3,0.0,0.0,0.08,0.002,125.6,0.4,4.3,96.5,1.0,262.1,708.0,0.012,1.9,212.5,True,True,True,False,True,False,True,0.23529411764705882,7.4901960784313735,0.010980392156862744,0.03882352941176471
mothbeans raw,672,3.2,0.7,0.3,1.5,120.6,0.0,Fruits & Produce,45.0,0.0,0.001,0.0,19.0,0.0,1.1,1.3,0.0,0.2,5.5,3.0,0.7,7.8,0.0,0.0,0.0,294.0,1.3,21.3,746.8,3.6,958.4,2334.4,0.095,3.8,491.9,True,True,True,False,True,False,False,0.26785714285714285,0.0,0.0,0.04285714285714286
cowpeas cooked,81,0.4,0.037,0.039,0.2,14.5,2.3,Fruits & Produce,5.4,4.6,0.037,0.0,49.0,0.0,0.0,0.1,0.1,0.0,0.015,0.3,0.3,0.025,0.3,0.0,0.2,0.033,16.8,0.2,1.8,37.1,0.3,109.2,194.6,0.012,25.166,True,True,True,False,True,False,True,0.26666666666666666,5.679012345679012,0.11358024691358024,0.044444444444444446
mothbeans cooked,207,1.0,0.2,0.062,0.5,37.1,0.0,Fruits & Produce,13.8,0.0,0.086,0.0,122.5,0.0,0.2,0.3,0.0,0.088,1.2,0.7,0.2,1.8,0.0,0.0,0.0,5.3,0.3,5.6,184.1,0.9,265.5,538.1,0.034,1.0,64.6,True,True,True,False,True,False,False,0.26666666666666666,0.0,0.0,0.043478260869565216
french beans cooked,228,1.3,0.1,0.046,0.8,42.5,0.0,Fruits & Produce,12.5,16.6,0.003,0.0,117.8,0.0,0.0,0.2,0.1,0.0,0.1,1.0,0.4,0.2,2.1,0.0,0.0,0.0,111.5,0.2,1.9,99.1,0.7,180.5,654.9,0.041,73.3,True,True,True,False,True,False,True,0.21929824561403508,7.280701754385966,0.0,0.05131578947368422
lima beans raw,602,1.2,0.3,0.1,0.6,112.8,15.1,Fruits & Produce,38.2,33.8,0.078,0.0,18.1,0.0,0.9,0.7,0.0,0.4,2.7,2.4,0.9,0.0,0.0,1.3,0.058,144.2,1.3,13.4,398.7,3.0,685.3,3068.7,0.087,5.0,343.6,True,True,True,False,True,False,True,0.2538205980066445,5.614617940199334,0.10033222591362126,0.01794019933554817
winged beans raw,744,29.7,4.2,10.9,7.9,75.9,0.0,Fruits & Produce,54.0,47.1,0.09,0.0,15.2,0.0,1.9,0.084,0.0,0.8,5.6,1.4,0.3,0.0,0.0,0.0,0.0,800.8,5.2,24.5,325.8,6.8,820.8,1778.1,0.058,8.2,1032.0,True,True,True,False,True,False,True,0.2903225806451613,6.330645161290323,0.0,0.35927419354838713
adzuki beans cooked,294,0.2,0.067,0.021,0.024,57.0,0.0,Fruits & Produce,17.3,16.8,0.079,0.0,152.5,0.0,0.0,0.3,0.3,0.0,0.1,1.6,1.0,0.2,0.0,0.0,0.0,0.0,64.4,0.7,4.6,119.6,1.3,386.4,1223.6,0.022,92.2,True,True,True,False,True,False,True,0.23537414965986395,5.714285714285714,0.0,0.006122448979591837
black beans raw,662,2.8,0.7,0.2,1.2,121.0,4.1,Fruits & Produce,41.9,30.1,0.065,0.0,21.4,0.0,1.7,0.9,0.0,0.4,3.8,1.7,0.6,0.0,0.0,0.4,0.026,238.6,1.6,9.7,331.7,2.1,682.9,2877.0,0.057,7.1,444.1,True,True,True,False,True,False,True,0.25317220543806646,4.546827794561934,0.024773413897280966,0.038066465256797584
catjang cowpeas cooked,200,1.2,0.3,0.1,0.5,34.7,0.0,Fruits & Produce,13.9,6.2,0.021,0.0,119.2,0.0,0.0,0.3,0.2,0.0,0.055,1.2,0.7,0.2,0.7,0.0,0.0,0.0,44.5,0.5,5.2,164.2,0.8,242.8,641.3,0.045,56.7,True,True,True,False,True,False,True,0.278,3.1,0.0,0.05399999999999999
baby lima beans cooked,189,0.5,0.1,0.06,0.3,35.0,2.5,Fruits & Produce,12.0,10.8,0.064,0.0,130.2,0.0,0.0,0.1,0.003,0.0,0.097,1.4,0.3,0.2,10.4,0.0,1.2,0.06,50.4,0.4,3.5,100.8,1.5,201.6,739.8,0.079,58.952,True,True,True,False,True,False,True,0.25396825396825395,5.714285714285714,0.05291005291005291,0.023809523809523808
cowpeas raw,41,0.3,0.082,0.074,0.1,8.9,4.7,Fruits & Produce,3.1,3.1,0.026,0.0,80.8,0.0,0.1,0.087,0.0,0.1,1.1,0.9,0.2,31.0,0.0,0.5,0.025,61.1,0.038,0.9,54.5,0.3,61.1,202.1,0.066,0.3,108.4,True,True,True,False,True,False,True,0.3024390243902439,7.560975609756097,0.4585365853658537,0.06585365853658535
shellie beans canned,74,0.5,0.034,0.07,0.3,15.2,1.5,Fruits & Produce,4.3,8.3,0.8,0.0,222.2,0.0,0.0,0.06,0.008,0.0,0.1,0.5,0.3,0.1,7.6,0.0,0.048,0.051,71.1,0.2,2.4,36.8,0.9,73.5,267.1,0.094,28.668,True,True,True,False,True,False,True,0.23243243243243242,11.216216216216218,0.08108108108108109,0.060810810810810814
yardlong beans raw,579,2.2,0.6,0.2,0.9,103.4,0.0,Fruits & Produce,40.6,18.4,0.057,0.0,14.1,0.0,1.5,1.1,0.0,0.4,3.6,2.6,0.6,2.7,0.0,0.0,0.0,230.5,1.5,14.4,564.5,2.7,933.5,1932.2,0.054,5.8,412.2,True,True,True,False,True,False,True,0.2804835924006909,3.177892918825561,0.0,0.03419689119170984
pinto beans canned,197,1.3,0.3,0.3,0.5,36.4,2.4,Fruits & Produce,11.0,11.0,0.6,0.0,187.7,0.0,0.1,0.03,0.0,0.063,0.6,0.3,0.2,1.7,0.0,1.4,0.09,112.8,0.4,3.5,79.2,0.8,220.8,662.4,0.0,1.3,177.7,True,True,True,False,True,False,True,0.2233502538071066,5.583756345177665,0.048730964467005075,0.059390862944162445
chickpeas cooked,269,4.2,0.4,1.0,1.9,45.0,7.9,Fruits & Produce,14.5,12.5,0.08,0.0,98.7,0.0,0.2,0.3,0.0,0.1,0.9,0.5,0.2,2.1,0.0,0.6,0.024,80.4,0.6,4.7,78.7,1.7,275.5,477.2,0.031,2.5,163.4,True,True,True,False,True,False,True,0.21561338289962825,4.646840148698884,0.11747211895910781,0.1405204460966543
cranberry beans raw,653,2.4,0.6,0.2,1.0,117.1,0.0,Fruits & Produce,44.9,48.2,0.014,0.0,24.2,0.0,1.5,1.2,0.0,0.4,2.8,1.5,0.6,0.0,0.0,0.0,0.0,247.7,1.5,9.8,304.2,1.8,725.4,2597.4,0.041,7.1,470.1,True,True,True,False,True,False,True,0.2750382848392037,7.3813169984686064,0.0,0.033078101071975494
mungo beans cooked,189,1.0,0.065,0.001,0.6,33.0,3.6,Fruits & Produce,13.6,11.5,0.083,0.0,130.5,0.0,0.3,0.2,0.0,0.1,2.7,0.8,0.1,1.8,0.0,0.3,0.092,95.4,0.3,3.2,113.4,0.7,280.8,415.8,0.042,1.5,159.5,True,True,True,False,True,False,True,0.2878306878306878,6.084656084656085,0.0761904761904762,0.047619047619047616
tamarinds,5,0.013,0.023,0.038,0.036,1.3,0.8,Fruits & Produce,0.057,0.1,0.007,0.0,0.6,0.0,0.0,0.084,0.062,0.0,0.012,0.04,0.078,0.058,0.09,0.0,0.053,0.03,1.5,0.032,0.005,1.8,0.0,2.3,12.6,0.009,1.708,True,True,True,False,False,True,True,0.0456,2.0,0.64,0.023399999999999997
yellow snap beans cooked,44,0.4,0.037,0.065,0.2,9.9,4.5,Fruits & Produce,2.4,4.1,0.096,0.0,111.5,0.0,0.0,0.094,0.063,0.0,0.1,0.8,0.083,0.062,12.1,0.0,0.6,0.025,57.5,0.1,1.6,31.3,0.4,48.8,373.8,0.037,17.003,True,True,True,False,False,False,True,0.21818181818181817,9.318181818181817,0.4090909090909091,0.08181818181818182
yardlong beans cooked,202,0.8,0.2,0.027,0.3,36.1,0.0,Fruits & Produce,14.2,6.5,0.059,0.0,117.6,0.0,0.0,0.4,0.2,0.0,0.1,0.9,0.7,0.2,0.7,0.0,0.0,0.0,71.8,0.4,4.5,167.6,0.8,309.5,538.7,0.012,58.2,True,True,True,False,True,False,True,0.28118811881188116,3.217821782178218,0.0,0.03564356435643565
bacon beef steak,146,12.5,4.5,6.2,1.2,0.2,0.2,Fruits & Produce,8.2,0.0,0.4,28.9,6.1,0.0,0.2,0.077,0.054,0.09,1.4,0.3,0.1,0.0,0.0,0.0,0.091,4.0,0.039,0.5,4.8,0.064,40.2,109.0,0.02,0.9,25.4,False,False,False,True,True,True,False,0.22465753424657534,0.0,0.005479452054794521,0.7705479452054794
lamb foreshank raw,912,60.7,26.4,24.9,4.8,0.0,0.0,Fruits & Produce,85.8,0.0,0.3,326.6,304.0,0.0,0.5,0.014,0.013,0.9,24.8,3.1,0.7,0.0,0.0,1.1,0.0,49.9,0.5,7.6,99.8,0.072,771.1,970.7,0.095,23.7,204.0,False,False,False,True,True,True,False,0.3763157894736842,0.0,0.0,0.599013157894737
bacon,106,10.2,0.0,0.0,0.0,0.2,0.2,Fruits & Produce,3.3,0.0,0.1,0.0,11.7,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.08,0.1,3.1,0.077,46.8,131.6,0.0,0.3,14.8,False,False,False,True,False,True,False,0.12452830188679245,0.0,0.007547169811320755,0.8660377358490565
lamb rib cooked,915,76.0,32.6,31.9,5.5,0.0,0.0,Fruits & Produce,53.9,0.0,0.2,247.4,122.1,0.0,0.2,0.084,0.082,0.5,17.2,1.6,0.3,0.0,0.0,0.3,0.0,56.1,0.3,4.1,51.0,0.001,423.3,691.1,0.065,8.9,190.1,False,False,False,True,True,True,False,0.23562841530054643,0.0,0.0,0.7475409836065574
lamb shank raw,912,61.2,26.3,25.1,4.9,0.0,0.0,Fruits & Produce,84.3,0.0,0.3,303.9,304.7,0.0,0.6,0.033,0.002,1.0,28.2,3.1,0.7,0.0,0.0,1.0,0.0,36.3,0.5,7.8,108.9,0.056,807.4,1183.9,0.068,15.9,189.6,False,False,False,True,True,True,False,0.36973684210526314,0.0,0.0,0.6039473684210527
scrapple,60,3.9,1.3,1.7,0.5,4.0,0.063,Fruits & Produce,2.3,0.052,0.1,13.9,17.7,0.2,0.091,0.032,0.011,0.049,0.6,0.0,0.03,0.7,0.075,0.039,0.057,2.0,0.024,0.5,3.7,0.0,21.5,44.7,0.017,0.3,13.63,False,True,True,False,False,True,False,0.15333333333333332,0.08666666666666667,0.0042,0.5850000000000001
chicken nuggets,61,4.1,0.7,1.5,1.3,3.0,0.039,Fruits & Produce,3.2,0.2,0.1,8.6,9.3,0.015,0.011,0.041,0.064,0.049,0.054,1.2,0.2,0.095,0.1,0.01,0.2,0.058,2.2,0.091,0.2,4.8,0.023,54.4,50.2,0.009,10.792,False,False,False,True,False,True,False,0.2098360655737705,0.32786885245901637,0.0025573770491803278,0.6049180327868853
ground lamb cooked,886,61.5,25.4,26.0,4.4,0.0,0.0,Fruits & Produce,77.5,0.0,0.3,303.6,172.4,0.0,0.3,0.062,0.064,0.8,21.0,2.1,0.4,0.0,0.079,0.4,0.003,68.9,0.4,5.6,75.1,0.071,629.1,1061.1,0.024,14.6,213.5,False,False,False,True,True,True,False,0.34988713318284426,0.0,0.0,0.6247178329571106
lamb meat cooked,678,45.0,18.6,19.1,3.2,0.0,0.0,Fruits & Produce,63.8,0.0,0.2,240.0,139.6,0.0,0.3,0.013,0.068,0.7,16.4,1.7,0.4,0.0,0.0,0.0,0.0,40.0,0.3,4.8,60.0,0.07,482.5,795.0,0.026,11.9,153.6,False,False,False,True,True,True,False,0.3764011799410029,0.0,0.0,0.5973451327433629
meat extender,275,2.6,0.4,0.6,1.5,33.7,0.0,Fruits & Produce,33.5,15.4,0.041,0.0,6.6,0.0,0.6,0.2,0.065,0.8,19.4,1.3,1.2,0.0,0.0,0.0,0.0,179.5,0.3,10.6,190.1,0.2,562.3,1673.8,0.038,1.9,275.3,False,False,False,True,True,False,True,0.48727272727272725,5.6,0.0,0.08509090909090909
lamb leg raw,1043,77.4,33.7,31.8,6.1,0.0,0.0,Fruits & Produce,81.2,0.0,0.3,313.0,291.8,0.0,0.6,0.055,0.042,1.0,28.4,3.1,0.7,0.0,0.0,1.0,0.0,40.8,0.5,7.5,104.3,0.09,771.1,1129.5,0.025,15.1,206.9,False,False,False,True,True,True,False,0.31140939597315437,0.0,0.0,0.6678811121764142
lamb loin cooked,202,14.8,6.3,6.2,1.1,0.0,0.0,Fruits & Produce,16.1,0.0,0.089,64.0,33.0,0.0,0.034,0.003,0.014,0.2,4.5,0.4,0.013,0.0,0.024,0.087,0.062,12.8,0.068,1.2,15.4,0.09,125.4,209.3,0.039,2.2,44.9,False,False,False,True,True,True,False,0.3188118811881188,0.0,0.0,0.6594059405940594
chicken patty,172,11.7,2.2,5.0,2.9,7.7,0.0,Fruits & Produce,8.9,0.2,0.3,25.8,30.5,0.0,0.067,0.063,0.072,0.042,2.9,0.7,0.1,0.0,0.0,0.8,0.082,11.4,0.056,0.6,14.4,0.2,124.8,156.6,0.014,0.6,40.5,False,False,False,True,False,True,False,0.20697674418604653,0.11627906976744186,0.0,0.6122093023255814
lamb shank roasted,605,33.5,13.7,14.2,2.4,0.0,0.0,Fruits & Produce,71.0,0.0,0.2,242.1,163.2,0.0,0.3,0.085,0.051,0.7,17.6,1.9,0.4,0.0,0.0,0.4,0.0,26.9,0.3,5.3,67.3,0.089,532.6,876.9,0.057,12.5,136.7,False,False,False,True,True,True,False,0.46942148760330576,0.0,0.0,0.4983471074380165
barbecue loaf,40,2.0,0.7,1.0,0.2,1.5,0.0,Fruits & Produce,3.6,0.0,0.3,8.5,14.9,0.0,0.042,0.038,0.039,0.086,0.5,0.4,0.07,0.0,0.099,0.0,0.0,12.7,0.029,0.3,3.9,0.089,30.4,75.7,0.009,0.6,20.1,False,True,True,False,True,True,False,0.36,0.0,0.0,0.45
lamb sirloin cooked,765,54.2,22.9,22.8,3.9,0.0,0.0,Fruits & Produce,64.5,0.0,0.2,254.1,141.8,0.0,0.3,0.086,0.086,0.7,17.3,1.8,0.4,0.0,0.0,0.3,0.0,28.8,0.3,5.2,57.6,0.028,479.5,788.6,0.089,10.8,152.7,False,False,False,True,True,True,False,0.33725490196078434,0.0,0.0,0.6376470588235295
poultry salad,26,1.8,0.4,0.4,0.8,1.0,0.0,Fruits & Produce,1.5,0.0,0.079,3.9,8.6,0.084,0.066,0.093,0.037,0.081,0.2,0.011,0.009,0.1,0.063,0.3,0.0,1.3,0.072,0.097,1.3,0.049,4.3,23.8,0.024,0.1,5.781,False,True,True,False,True,True,False,0.23076923076923078,0.0,0.0,0.6230769230769231
ground lamb raw,80,6.6,2.9,2.7,0.5,0.0,0.0,Fruits & Produce,4.7,0.0,0.05,20.7,16.8,0.0,0.021,0.012,0.01,0.055,1.7,0.2,0.022,0.0,0.028,0.044,0.06,4.5,0.099,0.4,5.9,0.017,44.4,62.8,0.07,1.0,16.2,False,False,False,True,True,True,False,0.23500000000000001,0.0,0.0,0.7424999999999999
lamb loin raw,88,7.5,3.3,3.1,0.6,0.0,0.0,Fruits & Produce,4.6,0.0,0.003,20.9,16.0,0.0,0.088,0.003,0.065,0.061,1.8,0.2,0.074,0.0,0.0,0.042,0.0,4.2,0.049,0.5,5.9,0.027,43.0,60.6,0.023,0.7,16.8,False,False,False,True,False,True,False,0.20909090909090908,0.0,0.0,0.7670454545454546
lamb sirloin raw,1234,100.3,44.1,41.2,7.8,0.0,0.0,Fruits & Produce,76.8,0.0,0.3,326.6,273.5,0.0,0.5,0.027,0.072,1.0,28.8,3.2,0.6,0.0,0.0,1.0,0.0,45.4,0.5,7.3,99.8,0.024,721.2,1047.8,0.056,14.0,229.8,False,False,False,True,True,True,False,0.24894651539708265,0.0,0.0,0.7315235008103728
sausage patty mcdonalds,115,11.2,3.6,4.7,1.4,0.4,0.1,Fruits & Produce,4.3,0.0,0.2,20.9,11.7,0.0,0.008,0.0,0.025,0.01,1.3,0.2,0.077,0.0,0.0,0.0,0.0,6.5,0.017,0.3,4.5,0.038,39.6,75.8,0.0,0.4,22.7,False,False,False,True,False,True,False,0.14956521739130435,0.0,0.0034782608695652175,0.8765217391304347
