food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
premium grilled chicken classic sandwich mcdonalds,366,8.6,1.7,2.3,4.1,44.6,10.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.07650273224043716,0.0,0.1092896174863388,0.21147540983606555
big n tasty with cheese mcdonalds,573,36.0,10.8,10.7,7.1,39.7,9.5,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.1256544502617801,0.0,0.06631762652705062,0.5654450261780105
premium grilled chicken club sandwich mcdonalds,493,18.0,6.4,5.6,4.8,44.3,6.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.056795131845841784,0.0,0.05192697768762678,0.3286004056795132
quarter pounder mcdonalds,417,19.8,6.9,7.2,0.5,37.9,8.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0671462829736211,0.0,0.08441247002398082,0.42733812949640293
premium crispy chicken classic sandwich mcdonalds,524,20.0,3.2,7.3,8.5,58.6,12.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.05343511450381679,0.0,0.09465648854961832,0.3435114503816794
veggie burger,124,4.4,1.0,1.2,1.4,10.0,0.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,False,False,0.22580645161290322,0.0,0.02258064516129032,0.31935483870967746
quarter pounder with cheese mcdonalds,513,28.3,11.2,9.2,0.9,39.7,9.8,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.14035087719298245,0.0,0.0764132553606238,0.4964912280701755
beef sandwich steak raw,173,15.1,6.5,6.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.16184971098265896,0.0,0.0,0.7855491329479769
cheeseburger,292,13.2,6.0,5.1,1.4,28.7,5.9,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.2465753424657534,0.0,0.08082191780821918,0.40684931506849314
premium grilled chicken ranch blt sandwich mcdonalds,412,10.9,3.0,3.8,3.4,44.3,10.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06796116504854369,0.0,0.10194174757281553,0.23810679611650487
double whopper with cheese burger king,1061,68.1,27.9,25.1,11.9,53.9,14.4,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,True,False,0.06786050895381715,0.0,0.05428840716305373,0.5776625824693685
big mac mcdonalds,563,32.8,8.3,7.6,0.7,44.0,8.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0497335701598579,0.0,0.061811722912966244,0.5243339253996447
sandwich with cold cuts,833,39.3,13.9,14.5,7.5,79.9,12.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.03361344537815126,0.0,0.05954381752701081,0.424609843937575
filet o fish mcdonalds,378,19.6,3.8,5.4,8.0,35.4,4.9,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.07407407407407407,0.0,0.05185185185185186,0.4666666666666667
hand breaded chicken tenders carls jr,57,2.9,0.6,2.9,5.5,0.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.49122807017543857,0.0,0.0,0.45789473684210524
grilled chicken sandwich wendys,370,8.0,42.0,34.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.07567567567567568,0.0,0.0,0.1945945945945946
sandwich with roast beef,410,13.0,7.1,1.8,2.6,44.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06829268292682927,0.0,0.0,0.28536585365853656
hamburger burger king,258,10.4,3.8,4.2,1.2,26.5,5.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.10852713178294573,0.0,0.08527131782945736,0.3627906976744186
big n tasty mcdonalds,524,31.7,8.6,9.7,6.9,38.5,8.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.05343511450381679,0.0,0.06717557251908397,0.5444656488549618
roast beef sandwich,364,15.3,5.1,5.9,2.6,33.1,5.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.07692307692307693,0.0,0.06263736263736264,0.37829670329670334
roast beef sandwich with cheese,473,18.0,9.0,3.7,3.5,45.4,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.1522198731501057,0.0,0.0,0.34249471458773784
hamburger,255,9.9,3.5,3.7,1.3,28.7,5.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.10980392156862745,0.0,0.09098039215686274,0.34941176470588237
premium fish sandwich burger king,572,27.4,4.3,5.7,13.8,58.7,7.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.04895104895104895,0.0,0.05454545454545454,0.43111888111888114
whopper burger king,790,48.4,18.3,16.0,12.0,52.8,13.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.035443037974683546,0.0,0.06582278481012659,0.5513924050632911
sandwich with tuna salad,584,28.0,5.3,13.4,7.3,55.4,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.04794520547945205,0.0,0.0,0.4315068493150685
original chicken sandwich burger king,569,29.2,5.4,7.4,14.4,52.2,6.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.0492091388400703,0.0,0.0421792618629174,0.4618629173989455
double whopper burger king,942,58.6,21.6,22.9,11.3,51.4,13.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.029723991507430998,0.0,0.05605095541401273,0.5598726114649681
premium crispy chicken club sandwich mcdonalds,635,29.9,8.5,10.7,9.0,57.4,12.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.04409448818897638,0.0,0.08,0.42377952755905507
hamburger mcdonalds,251,9.6,3.3,3.6,1.3,28.8,5.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.11155378486055777,0.0,0.09083665338645419,0.3442231075697211
pepperoni pizza dominos,308,12.6,5.4,3.8,2.4,36.0,4.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.09090909090909091,0.0,0.05454545454545455,0.36818181818181817
sausage pizza,325,14.3,5.8,4.7,2.7,35.5,3.9,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.08615384615384615,0.0,0.048,0.3960000000000001
pepperoni pizza,313,13.2,5.7,4.3,2.3,35.5,3.6,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.08945686900958466,0.0,0.04600638977635783,0.3795527156549521
pepperoni pizza pizza hut,269,10.9,5.0,3.9,2.0,30.3,3.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.10408921933085502,0.0,0.05204460966542751,0.3646840148698885
cheese pizza pizza hut,260,10.5,4.8,2.8,1.8,30.0,3.2,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.27692307692307694,0.0,0.04923076923076923,0.36346153846153845
cheese pizza,285,10.4,4.8,2.8,1.8,35.7,3.8,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.25263157894736843,0.0,0.05333333333333333,0.328421052631579
cheese pizza dominos,278,9.7,4.4,2.3,2.0,35.9,4.3,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.2589928057553957,0.0,0.061870503597122296,0.31402877697841725
meat vegetable pizza,332,14.8,6.0,5.2,2.6,34.5,5.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.08433734939759036,0.0,0.061445783132530116,0.4012048192771085
sucker raw,146,3.7,0.7,1.1,1.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1917808219178082,0.0,0.0,0.22808219178082195
northern pike raw,348,2.7,0.5,0.6,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.08045977011494253,0.0,0.0,0.06982758620689655
haddock cooked,135,0.8,0.2,0.1,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2074074074074074,0.0,0.0,0.05333333333333334
burbot cooked,104,0.9,0.2,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2692307692307692,0.0,0.0,0.07788461538461539
pollock cooked,356,3.8,0.5,0.4,1.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07865168539325842,0.0,0.0,0.09606741573033707
rainbow smelt raw,27,0.7,0.1,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.037037037037037,0.0,0.0,0.23333333333333334
whitefish cooked,265,11.6,1.8,3.9,4.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.10566037735849057,0.0,0.0,0.3939622641509434
walleye pike raw,148,1.9,0.4,0.5,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1891891891891892,0.0,0.0,0.11554054054054053
carp cooked,275,12.2,2.4,5.1,3.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.10181818181818182,0.0,0.0,0.3992727272727273
wolffish cooked,293,7.3,1.1,2.6,2.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.09556313993174062,0.0,0.0,0.22423208191126281
snapper cooked,218,2.9,0.6,0.5,1.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.12844036697247707,0.0,0.0,0.11972477064220183
roe cooked,58,2.3,0.5,0.6,1.0,0.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.4827586206896552,0.0,0.0,0.3568965517241379
anchovy raw,37,1.4,0.4,0.3,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.7567567567567568,0.0,0.0,0.3405405405405405
herring raw,291,16.6,3.8,6.9,3.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.09621993127147767,0.0,0.0,0.5134020618556702
cod raw,189,1.5,0.3,0.2,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.14814814814814814,0.0,0.0,0.07142857142857142
tilapia raw,111,2.0,0.7,0.6,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.25225225225225223,0.0,0.0,0.16216216216216217
whiting cooked,84,1.2,0.3,0.3,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3333333333333333,0.0,0.0,0.12857142857142856
skipjack tuna cooked,407,4.0,1.3,0.7,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0687960687960688,0.0,0.0,0.08845208845208845
salmon cooked,733,44.0,8.5,14.9,16.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.03819918144611187,0.0,0.0,0.5402455661664393
chum salmon cooked,474,14.9,3.3,6.1,3.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.05907172995780591,0.0,0.0,0.2829113924050633
american shad cooked,363,25.4,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07713498622589532,0.0,0.0,0.6297520661157024
shark cooked,65,3.9,0.9,1.7,1.0,1.8,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.4307692307692308,0.0,0.0,0.54
trout cooked,118,5.3,0.9,2.6,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.23728813559322035,0.0,0.0,0.4042372881355932
swordfish raw,196,9.0,2.2,4.0,1.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.14285714285714285,0.0,0.0,0.413265306122449
rainbow trout cooked,119,5.2,1.2,1.7,1.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.23529411764705882,0.0,0.0,0.3932773109243698
fish sandwich with cheese,374,19.6,3.8,5.4,8.0,35.4,4.9,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.1925133689839572,0.0,0.05240641711229947,0.4716577540106952
jellyfish dried,21,0.8,0.2,0.1,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,1.3333333333333333,0.0,0.0,0.34285714285714286
mullet raw,139,4.5,1.3,1.3,0.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2014388489208633,0.0,0.0,0.29136690647482016
halibut cooked,353,5.1,1.1,1.8,1.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07932011331444759,0.0,0.0,0.130028328611898
lingcod raw,213,2.7,0.5,0.9,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.13145539906103287,0.0,0.0,0.11408450704225352
orange roughy cooked,30,0.3,0.046,0.1,0.076,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.9333333333333333,0.0,0.0,0.09
cisco raw,77,1.5,0.3,0.4,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.36363636363636365,0.0,0.0,0.17532467532467533
florida pompano cooked,186,10.7,4.0,2.9,1.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.15053763440860216,0.0,0.0,0.5177419354838709
snapper raw,218,2.9,0.6,0.5,1.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.12844036697247707,0.0,0.0,0.11972477064220183
fish sandwich,565,27.4,4.3,5.7,13.8,58.7,7.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.049557522123893805,0.0,0.0552212389380531,0.4364601769911504
haddock raw,143,0.9,0.2,0.1,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1958041958041958,0.0,0.0,0.05664335664335664
ocean perch raw,51,1.0,0.2,0.3,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.5490196078431373,0.0,0.0,0.17647058823529413
cuttlefish cooked,45,0.4,0.08,0.061,0.061,0.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.6222222222222222,0.0,0.0,0.08
cod cooked,189,1.5,0.3,0.2,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.14814814814814814,0.0,0.0,0.07142857142857142
seatrout raw,248,8.6,2.4,2.1,1.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11290322580645161,0.0,0.0,0.31209677419354837
flounder raw,114,3.1,0.7,0.9,0.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.24561403508771928,0.0,0.0,0.24473684210526317
spot cooked,79,3.1,0.9,0.9,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.35443037974683544,0.0,0.0,0.35316455696202537
walleye pike cooked,148,1.9,0.4,0.5,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1891891891891892,0.0,0.0,0.11554054054054053
perch raw,55,0.6,0.1,0.081,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.509090909090909,0.0,0.0,0.09818181818181818
pumpkin seed sunfish raw,43,0.3,0.051,0.016,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.6511627906976745,0.0,0.0,0.0627906976744186
salt mackerel,415,34.1,9.7,11.3,8.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.06746987951807229,0.0,0.0,0.7395180722891567
mackerel cooked,231,15.7,3.7,6.2,3.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.12121212121212122,0.0,0.0,0.6116883116883116
tilapia cooked,111,2.3,0.8,0.8,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.25225225225225223,0.0,0.0,0.18648648648648647
drum raw,236,9.8,2.2,4.3,2.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11864406779661017,0.0,0.0,0.373728813559322
atlantic croaker fried,192,11.0,3.0,4.6,2.5,6.6,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.14583333333333334,0.0,0.0,0.515625
pumpkin seed sunfish cooked,42,0.3,0.025,0.083,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.6666666666666666,0.0,0.0,0.06428571428571428
wolffish raw,294,7.3,1.1,2.6,2.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.09523809523809523,0.0,0.0,0.22346938775510206
bluefin tuna cooked,276,9.4,2.4,3.1,2.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.10144927536231885,0.0,0.0,0.3065217391304348
scup cooked,68,1.8,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.4117647058823529,0.0,0.0,0.23823529411764705
herring cooked,290,16.6,3.7,6.8,3.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.09655172413793103,0.0,0.0,0.5151724137931035
bluefish raw,186,6.4,1.4,2.7,1.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.15053763440860216,0.0,0.0,0.3096774193548387
sheepshead cooked,234,3.0,0.7,0.7,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11965811965811966,0.0,0.0,0.11538461538461539
bass cooked,91,2.9,0.6,1.1,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3076923076923077,0.0,0.0,0.2868131868131868
pout cooked,279,3.2,1.1,1.2,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1003584229390681,0.0,0.0,0.1032258064516129
chinook salmon raw,709,41.3,12.3,17.4,11.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.039492242595204514,0.0,0.0,0.5242595204513399
rockfish raw,172,2.6,0.7,0.7,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.16279069767441862,0.0,0.0,0.13604651162790699
tilefish raw,371,8.9,1.7,2.2,2.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.07547169811320754,0.0,0.0,0.21590296495956876
scup raw,174,4.5,1.1,0.9,1.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.16091954022988506,0.0,0.0,0.23275862068965517
sablefish cooked,755,59.3,12.4,31.2,7.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.03708609271523179,0.0,0.0,0.706887417218543
tuna salad,383,19.0,3.2,5.9,8.5,19.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0731070496083551,0.0,0.0,0.4464751958224543
coho salmon cooked,255,11.8,2.8,5.2,2.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.10980392156862745,0.0,0.0,0.41647058823529415
roe raw,20,0.9,0.2,0.2,0.4,0.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.4,0.0,0.0,0.40499999999999997
sea bass raw,125,2.6,0.7,0.5,1.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.224,0.0,0.0,0.1872
pink salmon cooked,349,12.0,2.2,3.7,2.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.08022922636103152,0.0,0.0,0.30945558739255014
sockeye salmon cooked,493,17.3,3.0,5.8,4.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.056795131845841784,0.0,0.0,0.3158215010141988
whitefish raw,265,11.6,1.8,4.0,4.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.10566037735849057,0.0,0.0,0.3939622641509434
greenland halibut cooked,760,56.4,9.9,34.2,5.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.03684210526315789,0.0,0.0,0.6678947368421052
